T_s,Sa_EW_g,Sv_EW_cm_s,Sd_EW_cm,Sa_NS_g,Sv_NS_cm_s,Sd_NS_cm,Sa_VER_g,Sv_VER_cm_s,Sd_VER_cm,Sa_RotD50_approx_g,PSA_EW_g,PSA_NS_g,PSA_geo_mean_g
0.7100,1.33989273e-01,1.69758475e+00,1.69758475e+00,7.29363632e-02,9.24071420e-01,9.24071420e-01,4.28927888e-02,5.43432639e-01,5.43432639e-01,9.88569181e-02,1.35520656e-01,7.37699638e-02,9.99867687e-02
0.7200,1.28206291e-01,1.67066349e+00,1.67066349e+00,7.49998713e-02,9.77327600e-01,9.77327600e-01,4.23957735e-02,5.52461742e-01,5.52461742e-01,9.80584281e-02,1.29692457e-01,7.58692691e-02,9.91951204e-02
0.7300,1.19050994e-01,1.59500969e+00,1.59500969e+00,7.93473997e-02,1.06307278e+00,1.06307278e+00,4.18594378e-02,5.60820256e-01,5.60820256e-01,9.71925244e-02,1.20450424e-01,8.02801191e-02,9.83350112e-02
0.7400,1.08949202e-01,1.50017530e+00,1.50017530e+00,8.19799289e-02,1.12882208e+00,1.12882208e+00,4.12150660e-02,5.67510573e-01,5.67510573e-01,9.45073955e-02,1.10247640e-01,8.29569515e-02,9.56337184e-02
0.7500,9.81281787e-02,1.38816386e+00,1.38816386e+00,8.25219823e-02,1.16739182e+00,1.16739182e+00,4.02858539e-02,5.69901195e-01,5.69901195e-01,8.99873981e-02,9.93136480e-02,8.35189159e-02,9.10745201e-02
0.7600,8.72157302e-02,1.26711617e+00,1.26711617e+00,8.25474388e-02,1.19929277e+00,1.19929277e+00,3.89659306e-02,5.66117612e-01,5.66117612e-01,8.48494853e-02,8.82835887e-02,8.35581394e-02,8.58883718e-02
0.7700,8.56824992e-02,1.27802096e+00,1.27802096e+00,8.36754960e-02,1.24808495e+00,1.24808495e+00,3.72037065e-02,5.54922150e-01,5.54922150e-01,8.46730513e-02,8.67455601e-02,8.47136559e-02,8.57235879e-02
0.7800,8.63956054e-02,1.32255957e+00,1.32255957e+00,8.63360136e-02,1.32164732e+00,1.32164732e+00,3.51930161e-02,5.38741060e-01,5.38741060e-01,8.63658044e-02,8.74816096e-02,8.74212687e-02,8.74514339e-02
0.7900,8.76301667e-02,1.37629711e+00,1.37629711e+00,8.99483483e-02,1.41270588e+00,1.41270588e+00,3.36153251e-02,5.27953747e-01,5.27953747e-01,8.87816915e-02,8.87459914e-02,9.10936912e-02,8.99121790e-02
0.8000,8.94320042e-02,1.44061297e+00,1.44061297e+00,9.34969011e-02,1.50609225e+00,1.50609225e+00,3.28717363e-02,5.29513458e-01,5.29513458e-01,9.14418682e-02,9.05853730e-02,9.47026932e-02,9.26211574e-02
