T_s,Sa_EW_g,Sv_EW_cm_s,Sd_EW_cm,Sa_NS_g,Sv_NS_cm_s,Sd_NS_cm,Sa_VER_g,Sv_VER_cm_s,Sd_VER_cm,Sa_RotD50_approx_g,PSA_EW_g,PSA_NS_g,PSA_geo_mean_g
0.8000,5.13474505e-01,6.46491134e+01,8.13455035e+00,5.82437509e-01,7.24954478e+01,9.21856524e+00,1.02177421e-01,1.93195391e+01,1.59783376e+00,5.46870014e-01,5.11498432e-01,5.79661010e-01,5.44514185e-01
0.8100,5.40738146e-01,6.87496197e+01,8.77970016e+00,6.43225318e-01,8.16601820e+01,1.04436246e+01,1.00709290e-01,1.94805456e+01,1.61336866e+00,5.89759668e-01,5.38518188e-01,6.40577886e-01,5.87335375e-01
0.8200,5.52875818e-01,7.09271296e+01,9.20189037e+00,7.13442205e-01,9.12338489e+01,1.18641863e+01,9.91082759e-02,1.96570110e+01,1.62576173e+00,6.28048520e-01,5.50731705e-01,7.10069704e-01,6.25346223e-01
0.8300,5.49217252e-01,7.05591160e+01,9.36337856e+00,7.68827524e-01,1.00556981e+02,1.30986322e+01,9.72688009e-02,1.98386094e+01,1.63433616e+00,6.49810234e-01,5.46974559e-01,7.65174505e-01,6.46939709e-01
0.8400,5.33868572e-01,6.84924156e+01,9.32373586e+00,7.98682559e-01,1.07937925e+02,1.39379537e+01,9.49773185e-02,2.00035768e+01,1.63415667e+00,6.52986613e-01,5.31767901e-01,7.94934189e-01,6.50169582e-01
0.8500,5.15652627e-01,6.61301903e+01,9.21966337e+00,8.02086091e-01,1.10457209e+02,1.43353027e+01,9.18718982e-02,2.00977477e+01,1.61794065e+00,6.43115697e-01,5.13532510e-01,7.98472102e-01,6.40344737e-01
0.8600,5.17087964e-01,6.73745495e+01,9.46005291e+00,7.87355872e-01,1.11063325e+02,1.44044220e+01,8.77488719e-02,2.00571449e+01,1.58078706e+00,6.38069154e-01,5.14739376e-01,7.83771854e-01,6.35167880e-01
0.8700,5.34141715e-01,7.15831102e+01,1.00011388e+01,7.56940805e-01,1.08702662e+02,1.41694576e+01,8.38088332e-02,1.98642454e+01,1.56143174e+00,6.35856634e-01,5.31742874e-01,7.53365020e-01,6.32926916e-01
0.8800,5.62276369e-01,7.75023011e+01,1.07716653e+01,7.15033582e-01,1.04852523e+02,1.36950010e+01,8.15177007e-02,1.95640732e+01,1.55383954e+00,6.34071357e-01,5.59768214e-01,7.11684410e-01,6.31172172e-01
0.8900,6.02118904e-01,8.53212245e+01,1.18001550e+01,6.69778219e-01,1.01142570e+02,1.31190646e+01,7.94846880e-02,1.92111558e+01,1.54978251e+00,6.35048129e-01,5.99512757e-01,6.66520615e-01,6.32129426e-01
0.9000,6.49398651e-01,9.45432398e+01,1.30159549e+01,6.39853357e-01,9.72829679e+01,1.28143281e+01,7.75177670e-02,1.88135287e+01,1.54567455e+00,6.44608336e-01,6.46668557e-01,6.36651183e-01,6.41640322e-01
0.9100,6.97679815e-01,1.03869134e+02,1.42955326e+01,6.14776150e-01,9.36567017e+01,1.25876309e+01,7.54345941e-02,1.85181574e+01,1.53814984e+00,6.54917484e-01,6.94717574e-01,6.11718962e-01,6.51898698e-01
0.9200,7.39523095e-01,1.11671431e+02,1.54838016e+01,5.92697056e-01,9.00411089e+01,1.23999849e+01,7.72072537e-02,1.84638175e+01,1.61286868e+00,6.62052234e-01,7.36194677e-01,5.89571159e-01,6.58816476e-01
0.9300,7.98942560e-01,1.16694499e+02,1.70967400e+01,5.71117618e-01,8.82172312e+01,1.22071140e+01,8.34241783e-02,1.81540903e+01,1.78029332e+00,6.75492540e-01,7.95496254e-01,5.67986264e-01,6.72183714e-01
0.9400,8.65058873e-01,1.25427468e+02,1.89102515e+01,5.51799759e-01,8.82944377e+01,1.20450477e+01,8.89808162e-02,1.76333623e+01,1.93960982e+00,6.90897444e-01,8.61256131e-01,5.48584517e-01,6.87365826e-01
0.9500,9.10547916e-01,1.35899512e+02,2.03280157e+01,5.35910541e-01,8.88374774e+01,1.19459439e+01,9.25750239e-02,1.69666077e+01,2.06028854e+00,6.98550089e-01,9.06438842e-01,5.32677054e-01,6.94866298e-01
0.9600,9.28619587e-01,1.41931066e+02,2.11685923e+01,5.21015591e-01,8.97202259e+01,1.18571461e+01,9.35130805e-02,1.66668584e+01,2.12441560e+00,6.95575505e-01,9.24358079e-01,5.17759928e-01,6.91806022e-01
0.9700,9.20044563e-01,1.43752762e+02,2.14094033e+01,5.21265439e-01,9.02966734e+01,1.21300801e+01,9.17552696e-02,1.64199254e+01,2.12665430e+00,6.92522514e-01,9.15697071e-01,5.18813093e-01,6.89257303e-01
0.9800,9.03095322e-01,1.42666380e+02,2.14550880e+01,5.22356729e-01,9.01030987e+01,1.24064148e+01,8.78689792e-02,1.67519235e+01,2.07755819e+00,6.86831798e-01,8.99019014e-01,5.19858174e-01,6.83639074e-01
0.9900,8.77602582e-01,1.39280978e+02,2.12721005e+01,5.23635787e-01,8.89440150e+01,1.26911853e+01,8.24769134e-02,1.72518957e+01,1.98974461e+00,6.77896835e-01,8.73435252e-01,5.21101743e-01,6.74647043e-01
1.0000,8.37188020e-01,1.39386277e+02,2.06957057e+01,5.23539769e-01,8.66810540e+01,1.29457604e+01,7.61639262e-02,1.78184057e+01,1.87503381e+00,6.62043218e-01,8.32858013e-01,5.20976690e-01,6.58710567e-01
