time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.410000,3.27150814e-06,-6.22020385e-07,-2.18760000e-07,3.33487069e-09,-6.34067671e-10,-2.22996941e-10
0.415000,3.27148217e-06,-6.22301266e-07,-2.19834421e-07,3.33484421e-09,-6.34353992e-10,-2.24092173e-10
0.420000,3.27146168e-06,-6.22602169e-07,-2.20925072e-07,3.33482332e-09,-6.34660722e-10,-2.25203947e-10
0.425000,3.27144418e-06,-6.22934025e-07,-2.22044041e-07,3.33480548e-09,-6.34999006e-10,-2.26344589e-10
0.430000,3.27142614e-06,-6.23293233e-07,-2.23200725e-07,3.33478709e-09,-6.35365171e-10,-2.27523675e-10
0.435000,3.27140518e-06,-6.23663321e-07,-2.24397628e-07,3.33476573e-09,-6.35742428e-10,-2.28743759e-10
0.440000,3.27138062e-06,-6.24025038e-07,-2.25628495e-07,3.33474070e-09,-6.36111150e-10,-2.29998465e-10
0.445000,3.27135222e-06,-6.24367360e-07,-2.26879928e-07,3.33471175e-09,-6.36460102e-10,-2.31274137e-10
0.450000,3.27131919e-06,-6.24691760e-07,-2.28136557e-07,3.33467807e-09,-6.36790785e-10,-2.32555104e-10
0.455000,3.27128081e-06,-6.25008040e-07,-2.29388431e-07,3.33463896e-09,-6.37113191e-10,-2.33831224e-10
0.460000,3.27123770e-06,-6.25326578e-07,-2.30637693e-07,3.33459500e-09,-6.37437898e-10,-2.35104682e-10
0.465000,3.27119140e-06,-6.25653434e-07,-2.31900267e-07,3.33454781e-09,-6.37771085e-10,-2.36391709e-10
0.470000,3.27114287e-06,-6.25991013e-07,-2.33198835e-07,3.33449834e-09,-6.38115202e-10,-2.37715428e-10
0.475000,3.27109235e-06,-6.26341930e-07,-2.34548175e-07,3.33444684e-09,-6.38472915e-10,-2.39090902e-10
0.480000,3.27104104e-06,-6.26711627e-07,-2.35941945e-07,3.33439453e-09,-6.38849773e-10,-2.40511666e-10
0.485000,3.27099201e-06,-6.27106688e-07,-2.37353508e-07,3.33434455e-09,-6.39252486e-10,-2.41950569e-10
0.490000,3.27094859e-06,-6.27528998e-07,-2.38754173e-07,3.33430030e-09,-6.39682975e-10,-2.43378362e-10
0.495000,3.27091191e-06,-6.27969741e-07,-2.40135958e-07,3.33426290e-09,-6.40132254e-10,-2.44786910e-10
0.500000,3.27087942e-06,-6.28409922e-07,-2.41519993e-07,3.33422979e-09,-6.40580960e-10,-2.46197750e-10
0.505000,3.27084395e-06,-6.28831188e-07,-2.42943363e-07,3.33419363e-09,-6.41010385e-10,-2.47648688e-10
0.510000,3.27079261e-06,-6.29231121e-07,-2.44434411e-07,3.33414130e-09,-6.41418064e-10,-2.49168615e-10
0.515000,3.27070949e-06,-6.29629387e-07,-2.45994256e-07,3.33405656e-09,-6.41824044e-10,-2.50758671e-10
0.520000,3.27058622e-06,-6.30055507e-07,-2.47597005e-07,3.33393091e-09,-6.42258417e-10,-2.52392462e-10
0.525000,3.27043675e-06,-6.30524362e-07,-2.49207456e-07,3.33377854e-09,-6.42736352e-10,-2.54034104e-10
0.530000,3.27030183e-06,-6.31018073e-07,-2.50802254e-07,3.33364101e-09,-6.43239625e-10,-2.55659790e-10
0.535000,3.27023155e-06,-6.31490356e-07,-2.52379451e-07,3.33356937e-09,-6.43721057e-10,-2.57267534e-10
0.540000,3.27025216e-06,-6.31893110e-07,-2.53953494e-07,3.33359037e-09,-6.44131611e-10,-2.58872063e-10
0.545000,3.27034107e-06,-6.32208387e-07,-2.55543807e-07,3.33368101e-09,-6.44452994e-10,-2.60493177e-10
0.550000,3.27043199e-06,-6.32464669e-07,-2.57164021e-07,3.33377369e-09,-6.44714240e-10,-2.62144772e-10
0.555000,3.27045036e-06,-6.32726237e-07,-2.58813679e-07,3.33379242e-09,-6.44980874e-10,-2.63826380e-10
0.560000,3.27035606e-06,-6.33061258e-07,-2.60476904e-07,3.33369629e-09,-6.45322383e-10,-2.65521818e-10
0.565000,3.27016435e-06,-6.33507814e-07,-2.62135157e-07,3.33350086e-09,-6.45777588e-10,-2.67212189e-10
0.570000,3.26993225e-06,-6.34058223e-07,-2.63789876e-07,3.33326427e-09,-6.46338657e-10,-2.68898956e-10
0.575000,3.26972195e-06,-6.34669075e-07,-2.65474361e-07,3.33304989e-09,-6.46961340e-10,-2.70616067e-10
0.580000,3.26956703e-06,-6.35286987e-07,-2.67236676e-07,3.33289197e-09,-6.47591220e-10,-2.72412514e-10
0.585000,3.26946223e-06,-6.35871779e-07,-2.69101508e-07,3.33278515e-09,-6.48187339e-10,-2.74313463e-10
0.590000,3.26937837e-06,-6.36405052e-07,-2.71043478e-07,3.33269967e-09,-6.48730940e-10,-2.76293046e-10
0.595000,3.26928663e-06,-6.36885884e-07,-2.72998954e-07,3.33260614e-09,-6.49221085e-10,-2.78286396e-10
0.600000,3.26917326e-06,-6.37324754e-07,-2.74910249e-07,3.33249058e-09,-6.49668455e-10,-2.80234708e-10
0.605000,3.26904012e-06,-6.37743590e-07,-2.76767323e-07,3.33235486e-09,-6.50095402e-10,-2.82127750e-10
0.610000,3.26890269e-06,-6.38176836e-07,-2.78614454e-07,3.33221478e-09,-6.50537040e-10,-2.84010656e-10
0.615000,3.26879466e-06,-6.38661639e-07,-2.80517272e-07,3.33210465e-09,-6.51031232e-10,-2.85950328e-10
0.620000,3.26876843e-06,-6.39216901e-07,-2.82514910e-07,3.33207792e-09,-6.51597248e-10,-2.87986656e-10
0.625000,3.26887301e-06,-6.39827925e-07,-2.84593386e-07,3.33218452e-09,-6.52220107e-10,-2.90105388e-10
0.630000,3.26911104e-06,-6.40451671e-07,-2.86700562e-07,3.33242716e-09,-6.52855934e-10,-2.92253376e-10
0.635000,3.26940957e-06,-6.41037965e-07,-2.88788225e-07,3.33273147e-09,-6.53453584e-10,-2.94381473e-10
