time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.720000,7.33364676e-07,-5.14721447e-06,6.42254078e-06,7.47568477e-10,-5.24690568e-09,6.54693250e-09
0.730000,7.43872089e-07,-5.14851175e-06,6.40274879e-06,7.58279398e-10,-5.24822808e-09,6.52675718e-09
0.740000,7.54591113e-07,-5.14944039e-06,6.38352310e-06,7.69206028e-10,-5.24917471e-09,6.50715913e-09
0.750000,7.65763374e-07,-5.15004917e-06,6.36437993e-06,7.80594673e-10,-5.24979528e-09,6.48764519e-09
0.760000,7.77489076e-07,-5.15090503e-06,6.34395574e-06,7.92547478e-10,-5.25066772e-09,6.46682543e-09
0.770000,7.89515297e-07,-5.15221760e-06,6.32252157e-06,8.04806623e-10,-5.25200571e-09,6.44497612e-09
0.780000,8.01334139e-07,-5.15335330e-06,6.30189280e-06,8.16854372e-10,-5.25316340e-09,6.42394781e-09
0.790000,8.12821732e-07,-5.15389295e-06,6.28174191e-06,8.28564457e-10,-5.25371351e-09,6.40340663e-09
0.800000,8.24832099e-07,-5.15473002e-06,6.25970253e-06,8.40807441e-10,-5.25456679e-09,6.38094040e-09
0.810000,8.38000590e-07,-5.15685331e-06,6.23607305e-06,8.54230979e-10,-5.25673120e-09,6.35685327e-09
0.820000,8.50872480e-07,-5.15941495e-06,6.21383195e-06,8.67352171e-10,-5.25934246e-09,6.33418139e-09
0.830000,8.61534378e-07,-5.16077349e-06,6.19326250e-06,8.78220568e-10,-5.26072730e-09,6.31321356e-09
0.840000,8.71258438e-07,-5.16107759e-06,6.17117517e-06,8.88132964e-10,-5.26103730e-09,6.29069844e-09
0.850000,8.83368278e-07,-5.16190012e-06,6.14596301e-06,9.00477348e-10,-5.26187576e-09,6.26499797e-09
0.860000,8.98097814e-07,-5.16348996e-06,6.12015513e-06,9.15492165e-10,-5.26349639e-09,6.23869025e-09
0.870000,9.11671270e-07,-5.16458953e-06,6.09720054e-06,9.29328512e-10,-5.26461725e-09,6.21529107e-09
0.880000,9.21575809e-07,-5.16546512e-06,6.07646442e-06,9.39424882e-10,-5.26550981e-09,6.19415333e-09
0.890000,9.30491018e-07,-5.16798760e-06,6.05339546e-06,9.48512760e-10,-5.26808114e-09,6.17063757e-09
0.900000,9.42864799e-07,-5.17151977e-06,6.02649046e-06,9.61126197e-10,-5.27168173e-09,6.14321148e-09
0.910000,9.58912096e-07,-5.17309444e-06,6.00040299e-06,9.77484297e-10,-5.27328689e-09,6.11661875e-09
