time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.475000,1.87055106e-06,-3.52063210e-07,-5.90005573e-07,1.90677988e-09,-3.58881967e-10,-6.01432796e-10
0.480000,1.87166192e-06,-3.53321635e-07,-5.89766756e-07,1.90791225e-09,-3.60164766e-10,-6.01189353e-10
0.485000,1.87276653e-06,-3.54585562e-07,-5.89531767e-07,1.90903826e-09,-3.61453172e-10,-6.00949813e-10
0.490000,1.87389312e-06,-3.55842468e-07,-5.89305149e-07,1.91018666e-09,-3.62734422e-10,-6.00718806e-10
0.495000,1.87506645e-06,-3.57084650e-07,-5.89084647e-07,1.91138272e-09,-3.64000663e-10,-6.00494034e-10
0.500000,1.87629242e-06,-3.58314578e-07,-5.88861246e-07,1.91263244e-09,-3.65254412e-10,-6.00266306e-10
0.505000,1.87755324e-06,-3.59544111e-07,-5.88624011e-07,1.91391768e-09,-3.66507759e-10,-6.00024476e-10
0.510000,1.87881599e-06,-3.60787589e-07,-5.88365082e-07,1.91520489e-09,-3.67775320e-10,-5.99760533e-10
0.515000,1.88004930e-06,-3.62053936e-07,-5.88081147e-07,1.91646208e-09,-3.69066194e-10,-5.99471098e-10
0.520000,1.88123958e-06,-3.63344060e-07,-5.87772108e-07,1.91767541e-09,-3.70381305e-10,-5.99156073e-10
0.525000,1.88240000e-06,-3.64655153e-07,-5.87440270e-07,1.91885830e-09,-3.71717791e-10,-5.98817808e-10
0.530000,1.88356683e-06,-3.65986653e-07,-5.87092239e-07,1.92004773e-09,-3.73075080e-10,-5.98463037e-10
0.535000,1.88478256e-06,-3.67340876e-07,-5.86741617e-07,1.92128701e-09,-3.74455531e-10,-5.98105624e-10
0.540000,1.88607389e-06,-3.68717800e-07,-5.86406779e-07,1.92260335e-09,-3.75859123e-10,-5.97764301e-10
0.545000,1.88743883e-06,-3.70111034e-07,-5.86101160e-07,1.92399473e-09,-3.77279341e-10,-5.97452763e-10
0.550000,1.88885080e-06,-3.71510945e-07,-5.85822315e-07,1.92543405e-09,-3.78706366e-10,-5.97168517e-10
0.555000,1.89027445e-06,-3.72912376e-07,-5.85549535e-07,1.92688527e-09,-3.80134940e-10,-5.96890454e-10
0.560000,1.89168150e-06,-3.74319088e-07,-5.85252929e-07,1.92831957e-09,-3.81568897e-10,-5.96588103e-10
0.565000,1.89305860e-06,-3.75740180e-07,-5.84908470e-07,1.92972335e-09,-3.83017512e-10,-5.96236972e-10
